route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"1-Ech-mjp-1","T0","5235.T0.1-Ech-mjp-1.1.H","1-Ech-mjp-1.1.H","Melbourne","0"
"1-Ech-mjp-1","T0","5238.T0.1-Ech-mjp-1.2.R","1-Ech-mjp-1.2.R","Echuca/Moama","1"
"1-Sht-mjp-1","T0","5275.T0.1-Sht-mjp-1.1.H","1-Sht-mjp-1.1.H","Melbourne","0"
"1-Sht-mjp-1","T0","5276.T0.1-Sht-mjp-1.2.H","1-Sht-mjp-1.2.H","Melbourne","0"
"1-Sht-mjp-1","T0","5277.T0.1-Sht-mjp-1.3.H","1-Sht-mjp-1.3.H","Melbourne","0"
"1-Sht-mjp-1","T0","5278.T0.1-Sht-mjp-1.3.H","1-Sht-mjp-1.3.H","Melbourne","0"
"1-Sht-mjp-1","T0","5279.T0.1-Sht-mjp-1.4.R","1-Sht-mjp-1.4.R","Shepparton","1"
"1-Sht-mjp-1","T0","5280.T0.1-Sht-mjp-1.5.R","1-Sht-mjp-1.5.R","Shepparton","1"
"1-Sht-mjp-1","T0","5281.T0.1-Sht-mjp-1.6.R","1-Sht-mjp-1.6.R","Shepparton","1"
"1-V01-mjp-1","T0","5288.T0.1-V01-mjp-1.1.H","1-V01-mjp-1.1.H","Albury","0"
"1-V01-mjp-1","T0","5289.T0.1-V01-mjp-1.1.H","1-V01-mjp-1.1.H","Albury","0"
"1-V01-mjp-1","T0","5290.T0.1-V01-mjp-1.1.H","1-V01-mjp-1.1.H","Albury","0"
"1-V01-mjp-1","T0","5291.T0.1-V01-mjp-1.2.R","1-V01-mjp-1.2.R","Melbourne","1"
"1-V01-mjp-1","T0","5292.T0.1-V01-mjp-1.2.R","1-V01-mjp-1.2.R","Melbourne","1"
"1-V01-mjp-1","T0","5293.T0.1-V01-mjp-1.2.R","1-V01-mjp-1.2.R","Melbourne","1"
"1-V04-mjp-1","T0","5239.T0.1-V04-mjp-1.1.H","1-V04-mjp-1.1.H","Ararat","0"
"1-V04-mjp-1","T0","5240.T0.1-V04-mjp-1.1.H","1-V04-mjp-1.1.H","Ararat","0"
"1-V04-mjp-1","T0","5241.T0.1-V04-mjp-1.2.H","1-V04-mjp-1.2.H","Ararat","0"
"1-V04-mjp-1","T0","5242.T0.1-V04-mjp-1.3.R","1-V04-mjp-1.3.R","Melbourne","1"
"1-V04-mjp-1","T0","5243.T0.1-V04-mjp-1.3.R","1-V04-mjp-1.3.R","Melbourne","1"
"1-V04-mjp-1","T0","5244.T0.1-V04-mjp-1.4.R","1-V04-mjp-1.4.R","Melbourne","1"
"1-V05-mjp-1","T0","4867.T0.1-V05-mjp-1.1.H","1-V05-mjp-1.1.H","Ballarat","0"
"1-V05-mjp-1","T0","4868.T0.1-V05-mjp-1.2.H","1-V05-mjp-1.2.H","Ballarat","0"
"1-V05-mjp-1","T0","4869.T0.1-V05-mjp-1.3.H","1-V05-mjp-1.3.H","Ballarat","0"
"1-V05-mjp-1","T0","4870.T0.1-V05-mjp-1.4.H","1-V05-mjp-1.4.H","Ballarat","0"
"1-V05-mjp-1","T0","4872.T0.1-V05-mjp-1.4.H","1-V05-mjp-1.4.H","Ballarat","0"
"1-V05-mjp-1","T0","4874.T0.1-V05-mjp-1.4.H","1-V05-mjp-1.4.H","Ballarat","0"
"1-V05-mjp-1","T0","4876.T0.1-V05-mjp-1.4.H","1-V05-mjp-1.4.H","Ballarat","0"
"1-V05-mjp-1","T0","4877.T0.1-V05-mjp-1.4.H","1-V05-mjp-1.4.H","Ballarat","0"
"1-V05-mjp-1","T0","4879.T0.1-V05-mjp-1.4.H","1-V05-mjp-1.4.H","Ballarat","0"
"1-V05-mjp-1","T0","4881.T0.1-V05-mjp-1.4.H","1-V05-mjp-1.4.H","Ballarat","0"
"1-V05-mjp-1","T0","4891.T0.1-V05-mjp-1.4.H","1-V05-mjp-1.4.H","Ballarat","0"
"1-V05-mjp-1","T0","4884.T0.1-V05-mjp-1.4.H","1-V05-mjp-1.4.H","Ballarat","0"
"1-V05-mjp-1","T0","4890.T0.1-V05-mjp-1.4.H","1-V05-mjp-1.4.H","Ballarat","0"
"1-V05-mjp-1","T0","4893.T0.1-V05-mjp-1.4.H","1-V05-mjp-1.4.H","Ballarat","0"
"1-V05-mjp-1","T0","4871.T0.1-V05-mjp-1.5.H","1-V05-mjp-1.5.H","Ballarat","0"
"1-V05-mjp-1","T0","4873.T0.1-V05-mjp-1.5.H","1-V05-mjp-1.5.H","Ballarat","0"
"1-V05-mjp-1","T0","4875.T0.1-V05-mjp-1.5.H","1-V05-mjp-1.5.H","Ballarat","0"
"1-V05-mjp-1","T0","4878.T0.1-V05-mjp-1.5.H","1-V05-mjp-1.5.H","Ballarat","0"
"1-V05-mjp-1","T0","4880.T0.1-V05-mjp-1.5.H","1-V05-mjp-1.5.H","Ballarat","0"
"1-V05-mjp-1","T0","4882.T0.1-V05-mjp-1.5.H","1-V05-mjp-1.5.H","Ballarat","0"
"1-V05-mjp-1","T0","4883.T0.1-V05-mjp-1.6.H","1-V05-mjp-1.6.H","Ballarat","0"
"1-V05-mjp-1","T0","4885.T0.1-V05-mjp-1.7.H","1-V05-mjp-1.7.H","Ballarat","0"
"1-V05-mjp-1","T0","4886.T0.1-V05-mjp-1.8.H","1-V05-mjp-1.8.H","Ballarat","0"
"1-V05-mjp-1","T0","4888.T0.1-V05-mjp-1.8.H","1-V05-mjp-1.8.H","Ballarat","0"
"1-V05-mjp-1","T0","4887.T0.1-V05-mjp-1.9.H","1-V05-mjp-1.9.H","Ballarat","0"
"1-V05-mjp-1","T0","4892.T0.1-V05-mjp-1.9.H","1-V05-mjp-1.9.H","Ballarat","0"
"1-V05-mjp-1","T0","4889.T0.1-V05-mjp-1.10.H","1-V05-mjp-1.10.H","Ballarat","0"
"1-V05-mjp-1","T0","4894.T0.1-V05-mjp-1.11.H","1-V05-mjp-1.11.H","Ballarat","0"
"1-V05-mjp-1","T0","4895.T0.1-V05-mjp-1.11.H","1-V05-mjp-1.11.H","Ballarat","0"
"1-V05-mjp-1","T0","4896.T0.1-V05-mjp-1.11.H","1-V05-mjp-1.11.H","Ballarat","0"
"1-V05-mjp-1","T0","4899.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4901.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4902.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4903.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4905.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4908.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4912.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4914.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4916.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4918.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4920.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4921.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4923.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4927.T0.1-V05-mjp-1.12.R","1-V05-mjp-1.12.R","Melbourne","1"
"1-V05-mjp-1","T0","4900.T0.1-V05-mjp-1.13.R","1-V05-mjp-1.13.R","Melbourne","1"
"1-V05-mjp-1","T0","4904.T0.1-V05-mjp-1.14.R","1-V05-mjp-1.14.R","Melbourne","1"
"1-V05-mjp-1","T0","4906.T0.1-V05-mjp-1.15.R","1-V05-mjp-1.15.R","Melbourne","1"
"1-V05-mjp-1","T0","4909.T0.1-V05-mjp-1.15.R","1-V05-mjp-1.15.R","Melbourne","1"
"1-V05-mjp-1","T0","4911.T0.1-V05-mjp-1.15.R","1-V05-mjp-1.15.R","Melbourne","1"
"1-V05-mjp-1","T0","4907.T0.1-V05-mjp-1.16.R","1-V05-mjp-1.16.R","Melbourne","1"
"1-V05-mjp-1","T0","4910.T0.1-V05-mjp-1.17.R","1-V05-mjp-1.17.R","Melbourne","1"
"1-V05-mjp-1","T0","4913.T0.1-V05-mjp-1.18.R","1-V05-mjp-1.18.R","Melbourne","1"
"1-V05-mjp-1","T0","4915.T0.1-V05-mjp-1.18.R","1-V05-mjp-1.18.R","Melbourne","1"
"1-V05-mjp-1","T0","4917.T0.1-V05-mjp-1.18.R","1-V05-mjp-1.18.R","Melbourne","1"
"1-V05-mjp-1","T0","4919.T0.1-V05-mjp-1.18.R","1-V05-mjp-1.18.R","Melbourne","1"
"1-V05-mjp-1","T0","4922.T0.1-V05-mjp-1.18.R","1-V05-mjp-1.18.R","Melbourne","1"
"1-V05-mjp-1","T0","4924.T0.1-V05-mjp-1.18.R","1-V05-mjp-1.18.R","Melbourne","1"
"1-V05-mjp-1","T0","4925.T0.1-V05-mjp-1.19.R","1-V05-mjp-1.19.R","Melbourne","1"
"1-V05-mjp-1","T0","4926.T0.1-V05-mjp-1.20.R","1-V05-mjp-1.20.R","Melbourne","1"
"1-V05-mjp-1","T0","4928.T0.1-V05-mjp-1.21.R","1-V05-mjp-1.21.R","Melbourne","1"
"1-V05-mjp-1","T0","4929.T0.1-V05-mjp-1.21.R","1-V05-mjp-1.21.R","Melbourne","1"
"1-V05-mjp-1","T0","4930.T0.1-V05-mjp-1.21.R","1-V05-mjp-1.21.R","Melbourne","1"
"1-V08-mjp-1","T0","5282.T0.1-V08-mjp-1.1.H","1-V08-mjp-1.1.H","Bairnsdale","0"
"1-V08-mjp-1","T0","5283.T0.1-V08-mjp-1.2.H","1-V08-mjp-1.2.H","Bairnsdale","0"
"1-V08-mjp-1","T0","5284.T0.1-V08-mjp-1.3.H","1-V08-mjp-1.3.H","Bairnsdale","0"
"1-V08-mjp-1","T0","5285.T0.1-V08-mjp-1.4.R","1-V08-mjp-1.4.R","Melbourne","1"
"1-V08-mjp-1","T0","5286.T0.1-V08-mjp-1.5.R","1-V08-mjp-1.5.R","Melbourne","1"
"1-V08-mjp-1","T0","5287.T0.1-V08-mjp-1.6.R","1-V08-mjp-1.6.R","Melbourne","1"
"1-V12-mjp-1","T0","4849.T0.1-V12-mjp-1.1.H","1-V12-mjp-1.1.H","Bendigo","0"
"1-V12-mjp-1","T0","4850.T0.1-V12-mjp-1.1.H","1-V12-mjp-1.1.H","Bendigo","0"
"1-V12-mjp-1","T0","4851.T0.1-V12-mjp-1.1.H","1-V12-mjp-1.1.H","Bendigo","0"
"1-V12-mjp-1","T0","4853.T0.1-V12-mjp-1.1.H","1-V12-mjp-1.1.H","Bendigo","0"
"1-V12-mjp-1","T0","4861.T0.1-V12-mjp-1.1.H","1-V12-mjp-1.1.H","Bendigo","0"
"1-V12-mjp-1","T0","4863.T0.1-V12-mjp-1.1.H","1-V12-mjp-1.1.H","Bendigo","0"
"1-V12-mjp-1","T0","4852.T0.1-V12-mjp-1.2.H","1-V12-mjp-1.2.H","Bendigo","0"
"1-V12-mjp-1","T0","4854.T0.1-V12-mjp-1.2.H","1-V12-mjp-1.2.H","Bendigo","0"
"1-V12-mjp-1","T0","4855.T0.1-V12-mjp-1.2.H","1-V12-mjp-1.2.H","Bendigo","0"
"1-V12-mjp-1","T0","4830.T0.1-V12-mjp-1.3.H","1-V12-mjp-1.3.H","Bendigo","0"
"1-V12-mjp-1","T0","4856.T0.1-V12-mjp-1.4.H","1-V12-mjp-1.4.H","Bendigo","0"
"1-V12-mjp-1","T0","4858.T0.1-V12-mjp-1.5.H","1-V12-mjp-1.5.H","Bendigo","0"
"1-V12-mjp-1","T0","4859.T0.1-V12-mjp-1.6.H","1-V12-mjp-1.6.H","Bendigo","0"
"1-V12-mjp-1","T0","4860.T0.1-V12-mjp-1.7.H","1-V12-mjp-1.7.H","Bendigo","0"
"1-V12-mjp-1","T0","4862.T0.1-V12-mjp-1.7.H","1-V12-mjp-1.7.H","Bendigo","0"
"1-V12-mjp-1","T0","4834.T0.1-V12-mjp-1.8.R","1-V12-mjp-1.8.R","Melbourne","1"
"1-V12-mjp-1","T0","4835.T0.1-V12-mjp-1.9.R","1-V12-mjp-1.9.R","Melbourne","1"
"1-V12-mjp-1","T0","4836.T0.1-V12-mjp-1.10.R","1-V12-mjp-1.10.R","Melbourne","1"
"1-V12-mjp-1","T0","4837.T0.1-V12-mjp-1.11.R","1-V12-mjp-1.11.R","Melbourne","1"
"1-V12-mjp-1","T0","4839.T0.1-V12-mjp-1.11.R","1-V12-mjp-1.11.R","Melbourne","1"
"1-V12-mjp-1","T0","4841.T0.1-V12-mjp-1.11.R","1-V12-mjp-1.11.R","Melbourne","1"
"1-V12-mjp-1","T0","4838.T0.1-V12-mjp-1.12.R","1-V12-mjp-1.12.R","Melbourne","1"
"1-V12-mjp-1","T0","4840.T0.1-V12-mjp-1.12.R","1-V12-mjp-1.12.R","Melbourne","1"
"1-V12-mjp-1","T0","4842.T0.1-V12-mjp-1.12.R","1-V12-mjp-1.12.R","Melbourne","1"
"1-V12-mjp-1","T0","4844.T0.1-V12-mjp-1.12.R","1-V12-mjp-1.12.R","Melbourne","1"
"1-V12-mjp-1","T0","4845.T0.1-V12-mjp-1.12.R","1-V12-mjp-1.12.R","Melbourne","1"
"1-V12-mjp-1","T0","4846.T0.1-V12-mjp-1.12.R","1-V12-mjp-1.12.R","Melbourne","1"
"1-V12-mjp-1","T0","4847.T0.1-V12-mjp-1.12.R","1-V12-mjp-1.12.R","Melbourne","1"
"1-V12-mjp-1","T0","4843.T0.1-V12-mjp-1.13.R","1-V12-mjp-1.13.R","Melbourne","1"
"1-V23-mjp-1","T0","4936.T0.1-V23-mjp-1.1.H","1-V23-mjp-1.1.H","Geelong","0"
"1-V23-mjp-1","T0","4938.T0.1-V23-mjp-1.1.H","1-V23-mjp-1.1.H","Geelong","0"
"1-V23-mjp-1","T0","4980.T0.1-V23-mjp-1.1.H","1-V23-mjp-1.1.H","Geelong","0"
"1-V23-mjp-1","T0","4937.T0.1-V23-mjp-1.2.H","1-V23-mjp-1.2.H","Geelong","0"
"1-V23-mjp-1","T0","4939.T0.1-V23-mjp-1.3.H","1-V23-mjp-1.3.H","Geelong","0"
"1-V23-mjp-1","T0","4941.T0.1-V23-mjp-1.3.H","1-V23-mjp-1.3.H","Geelong","0"
"1-V23-mjp-1","T0","4943.T0.1-V23-mjp-1.3.H","1-V23-mjp-1.3.H","Geelong","0"
"1-V23-mjp-1","T0","4945.T0.1-V23-mjp-1.3.H","1-V23-mjp-1.3.H","Geelong","0"
"1-V23-mjp-1","T0","4947.T0.1-V23-mjp-1.3.H","1-V23-mjp-1.3.H","Geelong","0"
"1-V23-mjp-1","T0","4949.T0.1-V23-mjp-1.3.H","1-V23-mjp-1.3.H","Geelong","0"
"1-V23-mjp-1","T0","4951.T0.1-V23-mjp-1.3.H","1-V23-mjp-1.3.H","Geelong","0"
"1-V23-mjp-1","T0","4953.T0.1-V23-mjp-1.3.H","1-V23-mjp-1.3.H","Geelong","0"
"1-V23-mjp-1","T0","4955.T0.1-V23-mjp-1.3.H","1-V23-mjp-1.3.H","Geelong","0"
"1-V23-mjp-1","T0","4956.T0.1-V23-mjp-1.3.H","1-V23-mjp-1.3.H","Geelong","0"
"1-V23-mjp-1","T0","4958.T0.1-V23-mjp-1.3.H","1-V23-mjp-1.3.H","Geelong","0"
"1-V23-mjp-1","T0","4960.T0.1-V23-mjp-1.3.H","1-V23-mjp-1.3.H","Geelong","0"
"1-V23-mjp-1","T0","4962.T0.1-V23-mjp-1.3.H","1-V23-mjp-1.3.H","Geelong","0"
"1-V23-mjp-1","T0","4940.T0.1-V23-mjp-1.4.H","1-V23-mjp-1.4.H","Geelong","0"
"1-V23-mjp-1","T0","4942.T0.1-V23-mjp-1.4.H","1-V23-mjp-1.4.H","Geelong","0"
"1-V23-mjp-1","T0","4944.T0.1-V23-mjp-1.4.H","1-V23-mjp-1.4.H","Geelong","0"
"1-V23-mjp-1","T0","4946.T0.1-V23-mjp-1.4.H","1-V23-mjp-1.4.H","Geelong","0"
"1-V23-mjp-1","T0","4948.T0.1-V23-mjp-1.4.H","1-V23-mjp-1.4.H","Geelong","0"
"1-V23-mjp-1","T0","4950.T0.1-V23-mjp-1.4.H","1-V23-mjp-1.4.H","Geelong","0"
"1-V23-mjp-1","T0","4952.T0.1-V23-mjp-1.4.H","1-V23-mjp-1.4.H","Geelong","0"
"1-V23-mjp-1","T0","4954.T0.1-V23-mjp-1.4.H","1-V23-mjp-1.4.H","Geelong","0"
"1-V23-mjp-1","T0","4957.T0.1-V23-mjp-1.4.H","1-V23-mjp-1.4.H","Geelong","0"
"1-V23-mjp-1","T0","4959.T0.1-V23-mjp-1.4.H","1-V23-mjp-1.4.H","Geelong","0"
"1-V23-mjp-1","T0","4961.T0.1-V23-mjp-1.4.H","1-V23-mjp-1.4.H","Geelong","0"
"1-V23-mjp-1","T0","4963.T0.1-V23-mjp-1.5.H","1-V23-mjp-1.5.H","Geelong","0"
"1-V23-mjp-1","T0","4964.T0.1-V23-mjp-1.6.H","1-V23-mjp-1.6.H","Geelong","0"
"1-V23-mjp-1","T0","4965.T0.1-V23-mjp-1.7.H","1-V23-mjp-1.7.H","Geelong","0"
"1-V23-mjp-1","T0","4966.T0.1-V23-mjp-1.8.H","1-V23-mjp-1.8.H","Geelong","0"
"1-V23-mjp-1","T0","4969.T0.1-V23-mjp-1.8.H","1-V23-mjp-1.8.H","Geelong","0"
"1-V23-mjp-1","T0","4967.T0.1-V23-mjp-1.9.H","1-V23-mjp-1.9.H","Geelong","0"
"1-V23-mjp-1","T0","4968.T0.1-V23-mjp-1.10.H","1-V23-mjp-1.10.H","Geelong","0"
"1-V23-mjp-1","T0","4970.T0.1-V23-mjp-1.11.H","1-V23-mjp-1.11.H","Geelong","0"
"1-V23-mjp-1","T0","4971.T0.1-V23-mjp-1.12.H","1-V23-mjp-1.12.H","Geelong","0"
"1-V23-mjp-1","T0","4972.T0.1-V23-mjp-1.13.H","1-V23-mjp-1.13.H","Geelong","0"
"1-V23-mjp-1","T0","4973.T0.1-V23-mjp-1.14.H","1-V23-mjp-1.14.H","Geelong","0"
"1-V23-mjp-1","T0","4974.T0.1-V23-mjp-1.15.H","1-V23-mjp-1.15.H","Geelong","0"
"1-V23-mjp-1","T0","4975.T0.1-V23-mjp-1.16.H","1-V23-mjp-1.16.H","Geelong","0"
"1-V23-mjp-1","T0","4976.T0.1-V23-mjp-1.17.H","1-V23-mjp-1.17.H","Geelong","0"
"1-V23-mjp-1","T0","4977.T0.1-V23-mjp-1.18.H","1-V23-mjp-1.18.H","Geelong","0"
"1-V23-mjp-1","T0","4978.T0.1-V23-mjp-1.18.H","1-V23-mjp-1.18.H","Geelong","0"
"1-V23-mjp-1","T0","4979.T0.1-V23-mjp-1.18.H","1-V23-mjp-1.18.H","Geelong","0"
"1-V23-mjp-1","T0","4986.T0.1-V23-mjp-1.20.R","1-V23-mjp-1.20.R","Melbourne","1"
"1-V23-mjp-1","T0","4987.T0.1-V23-mjp-1.21.R","1-V23-mjp-1.21.R","Melbourne","1"
"1-V23-mjp-1","T0","4988.T0.1-V23-mjp-1.22.R","1-V23-mjp-1.22.R","Melbourne","1"
"1-V23-mjp-1","T0","4989.T0.1-V23-mjp-1.23.R","1-V23-mjp-1.23.R","Melbourne","1"
"1-V23-mjp-1","T0","4990.T0.1-V23-mjp-1.24.R","1-V23-mjp-1.24.R","Melbourne","1"
"1-V23-mjp-1","T0","4991.T0.1-V23-mjp-1.25.R","1-V23-mjp-1.25.R","Melbourne","1"
"1-V23-mjp-1","T0","4992.T0.1-V23-mjp-1.26.R","1-V23-mjp-1.26.R","Melbourne","1"
"1-V23-mjp-1","T0","4996.T0.1-V23-mjp-1.26.R","1-V23-mjp-1.26.R","Melbourne","1"
"1-V23-mjp-1","T0","4993.T0.1-V23-mjp-1.27.R","1-V23-mjp-1.27.R","Melbourne","1"
"1-V23-mjp-1","T0","4994.T0.1-V23-mjp-1.28.R","1-V23-mjp-1.28.R","Melbourne","1"
"1-V23-mjp-1","T0","5000.T0.1-V23-mjp-1.28.R","1-V23-mjp-1.28.R","Melbourne","1"
"1-V23-mjp-1","T0","4995.T0.1-V23-mjp-1.29.R","1-V23-mjp-1.29.R","Melbourne","1"
"1-V23-mjp-1","T0","4997.T0.1-V23-mjp-1.30.R","1-V23-mjp-1.30.R","Melbourne","1"
"1-V23-mjp-1","T0","4998.T0.1-V23-mjp-1.31.R","1-V23-mjp-1.31.R","Melbourne","1"
"1-V23-mjp-1","T0","4999.T0.1-V23-mjp-1.32.R","1-V23-mjp-1.32.R","Melbourne","1"
"1-V23-mjp-1","T0","5003.T0.1-V23-mjp-1.33.R","1-V23-mjp-1.33.R","Melbourne","1"
"1-V23-mjp-1","T0","5005.T0.1-V23-mjp-1.33.R","1-V23-mjp-1.33.R","Melbourne","1"
"1-V23-mjp-1","T0","5007.T0.1-V23-mjp-1.33.R","1-V23-mjp-1.33.R","Melbourne","1"
"1-V23-mjp-1","T0","5009.T0.1-V23-mjp-1.33.R","1-V23-mjp-1.33.R","Melbourne","1"
"1-V23-mjp-1","T0","5011.T0.1-V23-mjp-1.33.R","1-V23-mjp-1.33.R","Melbourne","1"
"1-V23-mjp-1","T0","5013.T0.1-V23-mjp-1.33.R","1-V23-mjp-1.33.R","Melbourne","1"
"1-V23-mjp-1","T0","5015.T0.1-V23-mjp-1.33.R","1-V23-mjp-1.33.R","Melbourne","1"
"1-V23-mjp-1","T0","5017.T0.1-V23-mjp-1.33.R","1-V23-mjp-1.33.R","Melbourne","1"
"1-V23-mjp-1","T0","5020.T0.1-V23-mjp-1.33.R","1-V23-mjp-1.33.R","Melbourne","1"
"1-V23-mjp-1","T0","5022.T0.1-V23-mjp-1.33.R","1-V23-mjp-1.33.R","Melbourne","1"
"1-V23-mjp-1","T0","5026.T0.1-V23-mjp-1.33.R","1-V23-mjp-1.33.R","Melbourne","1"
"1-V23-mjp-1","T0","5024.T0.1-V23-mjp-1.33.R","1-V23-mjp-1.33.R","Melbourne","1"
"1-V23-mjp-1","T0","5004.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5006.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5008.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5010.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5012.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5014.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5016.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5018.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5019.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5021.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5023.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5025.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5027.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5028.T0.1-V23-mjp-1.34.R","1-V23-mjp-1.34.R","Melbourne","1"
"1-V23-mjp-1","T0","5029.T0.1-V23-mjp-1.35.R","1-V23-mjp-1.35.R","Melbourne","1"
"1-V23-mjp-1","T0","5030.T0.1-V23-mjp-1.36.R","1-V23-mjp-1.36.R","Melbourne","1"
"1-V23-mjp-1","T0","5031.T0.1-V23-mjp-1.37.R","1-V23-mjp-1.37.R","Melbourne","1"
"1-V23-mjp-1","T0","5032.T0.1-V23-mjp-1.37.R","1-V23-mjp-1.37.R","Melbourne","1"
"1-V23-mjp-1","T0","5033.T0.1-V23-mjp-1.37.R","1-V23-mjp-1.37.R","Melbourne","1"
"1-V23-mjp-1","T0","5034.T0.1-V23-mjp-1.37.R","1-V23-mjp-1.37.R","Melbourne","1"
"1-V40-mjp-1","T0","5247.T0.1-V40-mjp-1.1.H","1-V40-mjp-1.1.H","Melbourne","0"
"1-V40-mjp-1","T0","5248.T0.1-V40-mjp-1.1.H","1-V40-mjp-1.1.H","Melbourne","0"
"1-V40-mjp-1","T0","5249.T0.1-V40-mjp-1.1.H","1-V40-mjp-1.1.H","Melbourne","0"
"1-V40-mjp-1","T0","5250.T0.1-V40-mjp-1.2.H","1-V40-mjp-1.2.H","Melbourne","0"
"1-V40-mjp-1","T0","5251.T0.1-V40-mjp-1.2.H","1-V40-mjp-1.2.H","Melbourne","0"
"1-V40-mjp-1","T0","5252.T0.1-V40-mjp-1.2.H","1-V40-mjp-1.2.H","Melbourne","0"
"1-V40-mjp-1","T0","5253.T0.1-V40-mjp-1.3.H","1-V40-mjp-1.3.H","Melbourne","0"
"1-V40-mjp-1","T0","5254.T0.1-V40-mjp-1.3.H","1-V40-mjp-1.3.H","Melbourne","0"
"1-V40-mjp-1","T0","5255.T0.1-V40-mjp-1.3.H","1-V40-mjp-1.3.H","Melbourne","0"
"1-V40-mjp-1","T0","5256.T0.1-V40-mjp-1.3.H","1-V40-mjp-1.3.H","Melbourne","0"
"1-V40-mjp-1","T0","5257.T0.1-V40-mjp-1.3.H","1-V40-mjp-1.3.H","Melbourne","0"
"1-V40-mjp-1","T0","5258.T0.1-V40-mjp-1.3.H","1-V40-mjp-1.3.H","Melbourne","0"
"1-V40-mjp-1","T0","5259.T0.1-V40-mjp-1.3.H","1-V40-mjp-1.3.H","Melbourne","0"
"1-V40-mjp-1","T0","5260.T0.1-V40-mjp-1.4.R","1-V40-mjp-1.4.R","Seymour","1"
"1-V40-mjp-1","T0","5261.T0.1-V40-mjp-1.4.R","1-V40-mjp-1.4.R","Seymour","1"
"1-V40-mjp-1","T0","5262.T0.1-V40-mjp-1.4.R","1-V40-mjp-1.4.R","Seymour","1"
"1-V40-mjp-1","T0","5263.T0.1-V40-mjp-1.4.R","1-V40-mjp-1.4.R","Seymour","1"
"1-V40-mjp-1","T0","5264.T0.1-V40-mjp-1.4.R","1-V40-mjp-1.4.R","Seymour","1"
"1-V40-mjp-1","T0","5265.T0.1-V40-mjp-1.5.R","1-V40-mjp-1.5.R","Seymour","1"
"1-V40-mjp-1","T0","5266.T0.1-V40-mjp-1.5.R","1-V40-mjp-1.5.R","Seymour","1"
"1-V40-mjp-1","T0","5272.T0.1-V40-mjp-1.5.R","1-V40-mjp-1.5.R","Seymour","1"
"1-V40-mjp-1","T0","5273.T0.1-V40-mjp-1.5.R","1-V40-mjp-1.5.R","Seymour","1"
"1-V40-mjp-1","T0","5267.T0.1-V40-mjp-1.6.R","1-V40-mjp-1.6.R","Seymour","1"
